;game_url;review;label
0;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 23 марта 2018
Йоко Таро - человек с безумно улыбающейся луной вместо головы. А до того, как стать луной, Таро был куклой-носком. Он колобродит на публике, эпатирует интернет, а во время интервью чередует откровенность с откровенным бредом. Другими словами, это скромный, мягкий, интеллигентный мужчина, который любит рассказывать интересные истории в формате видео игр.

На произведения Таро сложно вешать ярлыки. “Автомата” – это не конечный продукт, а скорее исследовательский проект, принявший более-менее устойчивую форму. Йоко Таро волнует процесс. Он изучает мир и самого себя. Рисует, затирает, добавляет, убавляет.
“Автомату” интересно читать, смотреть, слушать, переживать и анализировать! Но играть в неё бывает непросто.

С места в карьер игра заявляет, что сама сохраняться не будет. И демонстрирует это, заставляя игроков проходить получасовой пролог на одном дыхании. Умер на последнем боссе? Вырубили свет? Молоко убежало? Проходи все заново.

Это игра про андроидов и роботов, поэтому всё в ней завязано на одну тему. Интерфейс и меню – операционная система героини. Сохраняться можно только в терминалах, которые записывают твои данные в новое тело после каждой “смерти”.

“Автомата” пытается усидеть на двух стульях, будучи одновременно слэшером и ролевой игрой. В RPG преимущество игрока заключается в цифрах, уровнях, билдах. В слэшерах почти всё сводится к мастерству. В первом случае, ты ищешь способ победить игру. Во втором, учишься её побеждать. Два прекрасных подхода. Но смешайте их вместе. Добавьте дешевые аптечки. Открытый мир с бесконечной прокачкой. Дальнобойное огнестрельное оружие. Неуязвимую функцию “уклонения”. Десятки модификаций для всего на свете. И вы получите игровой баланс, который гораздо проще сломать, чем склеить.

Так игра смотрится на нормальном уровне сложности. На высоком боссы просто убивают вас одним ударом. Обычные враги – двумя. Памятуя о суровой системе сохранений, очень скоро вы начнете шарахаться от собственной тени. Слишком тяжело или слишком просто – выбор за игроком.

Другой источник фрустрации – побочные квесты. Список включает такие классические жанры как “Подай-принеси”, “Пойди туда – не знаю куда”, “Проводи меня до дома”, “Сбегаем наперегонки до дерева”. К счастью, пока игрок носит клиентам газеты и свежий кофе, ему удается подслушать замечательные диалоги, познакомиться с интересными роботами и узнать их трагикомичные истории.

Поначалу может показаться, что история “Автоматы” создавалась учениками токийской средней школы. Она клокочет забористой мелодрамой, живет и дышит анимэ-штампами.

Тандем героев составляют девушка в костюме шаловливой горничной – боевой андроид 2B, и мальчик с чувственными губами – её помощник-аналитик 9S. Им подыгрывает взвод агрессивно сексуальных женщин и мужчин. Все они одеты так, словно дома моды начали создавать коллекции haute couture для магазинов интима. Черные повязки, которыми герои закрывают глаза, венчают блестящие монохромные дизайны и добавляют образам пущего эротизма. Но самое главное, повязки – это символы невежества, слепой преданности своим создателям и безусловной веры друг в друга.

Представьте – на дворе 11945 год; люди и космические пришельцы ведут на Земле опосредованную войну. Одни шлют в бой андроидов, другие – роботов. Война марионеток идет так давно, что все участники не только безнадежно потеряли нить повествования, но и далеко шагнули за порог технологической сингулярности.

Андроиды и роботы – словно дети. Жадно впитывают человеческие знания. Зачастую без контекста и пояснений. Через какое-то время полученные данные застывают и становятся безусловными истинами. Операционной системой мозга, в пределах которой создаются дальнейшие выводы и убеждения. Машины обладают свободой воли, но используют её, чтобы не видеть, не слышать и не делать того, что могло бы разрушить их хрупкую картину мира. Свобода для них - это тюрьма.

В одном интервью, на вопрос, что он думает о Боге, Таро ответил: “Я часто размышляю не столько о “боге”, сколько о том, что невозможно найти причину к существованию, если нет чего-то, “во что можно верить”. Наше “я” зависит от науки, религии, политики, денег, работы, национальности, семьи, окружения. Как андроиды слепо верят в человечество, так же мы слепо следуем своим убеждениям.”

Собственно, об этом и твердит большинство квестов. О том, как психологически наивные и беззащитные машины с трудом переваривают иррациональные эмоции и борются со всепроникающим экзистенциальным ужасом.

Побочные квесты, в которых роботы имитируют человеческое поведение, заставляют увидеть банальные ситуации и традиции с необычной перспективы. Разрушают автоматизм нашего восприятия и выявляют абсурдность в “нормальности”.

Другие элементы истории пытаются докопаться до того, что собой представляет личность? Тело, которое можно уничтожить и заменить? Характер, который можно переписать? Память, которую можно стереть?

Многие роботы характеризуют себя через свою работу или странным образом выработанные пристрастия. Они одержимо стремятся к самовыражению, как самому надежному способу убедиться в ценности бытия. Другие машины, мучимые ограничениями существования, позволяют страху перед жестокой, несправедливой и непредсказуемой вселенной взять над собой верх. Так игра обретает своих злодеев. Она не пытается оправдать их или изобразиться в лучшем свете. Только понять их мотивацию.

Разговор о любой игре Йоко Таро неизбежно приходит к его фирменной системе “концовок”. “Автомата” – игра совершенно линейная. Её разнообразные концовки не исключают, а продолжают друг друга. Вы заканчивает одну, смотрите титры, а потом играете дальше. В целом, игру можно разделить на три акта. Каждый с собственной кульминацией, развязкой и моралью. Первое прохождение, при всех его странностях, предлагает будничную историю о тяжелом дне из жизни непохожих напарников.

А потом начинается второй акт. Который рассказывает абсолютно ту же самую историю, но с другой точки зрения. Вместо спортсменки-комсомолки 2B мы играем за ее субтильного напарника 9S. Мы посещаем те же места, слушаем те же диалоги, убиваем тех же боссов. Это, безусловно, момент истины для каждого игрока. Нисхождение в темное царство. Если к этому этапу игре не удалось вас зацепить, пишите пропало. Но если интерес, азарт или хотя бы угрюмое упрямство заставят вас продолжать, когда-нибудь вы увидите свет в конце тоннеля, и игра заиграет новыми шизофреничными красками.

Меняя протагониста на пол пути, игра разрушает связь между игроком и персонажем. Сдержанная, послушная 2B кажется чистым листом, идеальным для наших проекций. В отличие от неё, 9S любопытен и полон страстей. Он буквально захватывает сюжет, выдирает его из наших рук. Внезапно, начинает казаться, что это он с самого начала двигал историю вперед. Но новые впечатления не затирают старых. Два человека, глядя на одну и ту же картину, видят совершенно разные вещи. Два андроида, убивающие одних и тех же роботов, приходят к поразительно разным выводам.

Кроме окончаний глав у ""Автоматы"" есть несколько настоящих концовок. И, удивительным образом, игра одинаково комфортно себя чувствует в роли роковой трагедии и духоподъемной драмы. Она может кончаться по разному. И каждый финал кажется столь же неизбежным, сколь и внезапным.

Несмотря на мини-юбки, гигантских роботов и реки крови, “Автомата” больше похожа на драму с независимого кинофестиваля. Была бы возможность, я бы поставил ей палец вверх, вниз и наискосок. Это длинное, противоречивое, запутанное размышление о жизни и смерти, любви и ненависти, страхе и свободе. Смешение стилей, жанров и идей.

“Автомата” не стесняется своих недостатков. И достоинства выпячивать не спешит. Вспоминается она с теплой улыбкой, но мысль о переигровке обдает меня холодом.

Хорошая это игра? Плохая? Не уверен, что смогу однозначно ответить.
Интересная ли это история? Безусловно!";"Рекомендую
53.3 ч. всего"
1;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 11 июня 2017
Everything that lives is designed to end...

#NieR:Automata определенно заслуживает звания одной из лучших игр 2017 года. После Ведьмака 3, это первая игра, которая зацепила настолько сильно, что заставляла ложиться спать не в привычные двенадцать-час ночи, а в три-четыре в будние дни и не отпускала до самого конца. Ни для кого не секрет, что игру нужно пройти три раза, чтобы полностью раскрыть сюжет. Первые два раза оказались разминкой перед, по-настоящему эпичной, третьей главой. То, как японцы подают сюжет в этой игре, заслуживает отдельного уважения. При этом, игра мало рассказывает о её возможностях, нужно самому их находить. Тебя не водят за ручку, как во многих современных играх. Геймплей простой и затягивающий с первых минут, не говоря о смешении множества жанров. Экшн, слешер, RGP, Shoot 'em up, сайд-скроллер - все эти жанры органично ужились друг с другом и переливаются из одного в другой. То мы бегаем и сражаемся в 3D пространстве, то камера становится 2Dшной и мы уже бегаем в сайд-скроллере, то садимся в летающий юнит и расстреливаем тонны врагов в воздухе в стиле Shoot 'em up.

NieR довольно оригинальна. В некоторых моментах от сюжета игр ждешь клеше и устоявшихся стереотипов, но здесь их нет. Она действительно удивляет своими нестандартными решениями, твистами и вводит погрузившегося в неё игрока в состояние ""Чтооо? Да как? Откуда? АААААА, что происходит?!"" И это состояние вызывается не проколами или дырами и фейспалмами в сюжете и других составляющих, а хорошо проработанным миром и качественным сюжетом. В основе сюжета борьба человечества против пришельцев, которые практически уничтожили нашу родную планету, а сами люди поселились на Луне, создали на её орбите станцию-бункер, на которой производят андроидов, отправляя их на Землю выполнять военные миссии. Сеттинг - постапокалипсис. Пришельцы в NieR - это не яйцеголовые анорексичные человечки, а механические машины, что, опять же, оригинально. Войну за возвращение ведут не сами люди, а андроиды, как уже было сказано ранее, за которых мы и играем. И драма, много драмы о развитии отношений двух андроидов.

С технической стороны, PC-порт, конечно, не идеален. И многие его за это ругают. Я тоже ругаю. Графика не самая передовая, но и не омерзительная. Она хорошая, просто хорошая. К ней есть некоторые претензии, но как известно, в играх важен сюжет и геймплей, верно? И всё же, персонажная часть сделана изумительно, анимации оченно хороши. Все технические проблемы решаются пользовательской надстройкой Fix Automata Resolution (FAR). За это отдельное спасибо энтузиасту, который этот мод написал. Распаковываешь его в корень, запускаешь игру и наслаждаешься всем тем, что #PlatinumGames и #SquareEnix должны были сделать в первом же патче после релиза, но почему-то не сделали. К тому же, в игре нет русского языка от слова совсем. Но для многих, в том числе и для меня, это не станет барьером от понимания происходящего. А для кого станет - спасибо #ZoneofGames за перевод текста, русификатор уже можно скачать, хоть он и сырой на момент написания сего поста, ибо альфа.

Звуковое сопровождение - это откровенный шедевр. Музыка залезает в голову и играет там даже тогда, когда ты не играешь в игру. Пришлось скачать OST на смартфон и слушать на повторе) Остальные комментарии излишни.

Геймплейно игра схожа с Metal Gear Rising: Revengeance, только с открытым миром, а не поэтапными несвязанными миссиями. Мы играем за человекоподобного андроида, бегаем по открытому миру, выполняем квесты, собираем предметы и изящно крошим мечами, копьями, кастетами, а если надо, то и руками-ногами, многочисленные вражеские машинные формы. Хакаем внутренности машин и взрываем их изнутри, или заставляем их атаковать своих же соратников, а то и сами управляем врагом. Ходящие и летающие, маленькие и большие, а порой и огромные враги в открытом мире, привносят в геймплей свою изюминку. Если играть с интернетом, то по всему игровому миру можно найти трупы умерших игроков, получить из них деньги и усиления, или же воскресить тело, чтобы оно сражалось вместе с тобой некоторое время. А если сам умираешь, то можно оставить сообщение другим игрокам, когда они найдут твоё тело. При смерти теряются чипы и накопленный с момента сохранения опыт. Всё это можно забрать, если вернуться в то место, где ты умер и найти своё тело. Оружие, как водится, можно улучшать, поднимая характеристики. Летающий рядом ""Pod"" - отменный помощник в любой ситуации, расстреливающий вражину издалека. Можно даже не вступать в ближний бой, ежели нравится лонг-рендж геймплей. Но придется для начала прокачать этого товарища, развить его характеристики и скиллы, вставить в память андроида соответствующие чипы для усиления дальнего боя. Дизайн боссов - это визитная карточка Platinum Games. Они потрясны, с ними интересно сражаться. В две-три фазы, с разными тактиками, мы поэтапно убиваем уникальных боссов, некоторые из которых имеют просто космические размеры. Хардкорщикам, и тем, кто любит поиздеваться над собой, понравится самый высокий уровень сложности, где нет права на ошибку - смерть наступает после первого же пропущенного вражеского удара. Сомнительное удовольствие, если брать во внимание отсутствие в игре контрольных точек и автосохранения. Всем остальным рекомендуется Normal, а самым упорным - Hard сложность, на которой, всё же придется делать тактические манёвры и контролировать ситуацию. Normal мне показался довольно простым. На Easy сложности игра вообще делает всё за тебя, вплоть до того, что наш юнит сам дерется с врагами и использует предметы, когда остается мало жизней. В игре 26 концовок, 5 из которых ""настоящие"", а остальные вообще не концовки, а скорее пасхалки, после которых ты загружаешься и продолжаешь игру, типа ""ушел от того, кому нужно было помочь - конец игры"", ""убил того, кого не нужно было убивать - конец игры"". Вообще, многие геймплейные вещи заставляли восхищаться. Технические вещи внутри андроида грамотно обыграны интерфейсом или геймплеем, они логичны и не оставляют вопросов. Вся игра очень логична и целостна, в ней нет проколов, всё учтено и всему есть объяснение.

Не найдется столько слов, чтобы описать моё восхищение этой игрой и её разработчиками. И так уже кучу всего написал. NieR заслуживает много наград, но самую главную - Игра года - конечно не получит. На это есть свои причины. Она не настолько масштабна, чтобы бороться за эту награду. 30-40 часов на неё тратится, в зависимости от стиля игры и любознательности игрока. Под конец игра заставила растрогаться. Потекла слезинка. На мой взгляд, это говорит о том, что в NieR действительно есть душа. И это приятно, поиграть в игру, которая трогает душу и чувства игрока, а не только его карман с кошельком.

Очень рекомендую любителям экшенов, слешеров и RPG. Не пожалел ни времени, ни денег. Таких игр очень мало. Берите, играйте и проходите!";"Рекомендую
86.5 ч. всего"
2;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 13 декабря 2019
БОЖЕ КОГДА УЖЕ СКИДКА БУДЕТ БОЛЬШЕ 33%.
Давайте помолимся чтобы в новом году, если что у меня нет этой игры(";"Рекомендую
1.0 ч. всего"
3;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 30 марта 2017
30 минут игры: проходишь пролог.
1 час игры: проходишь пролог снова, потому что ты убился об летающую икру/внезапную балку в тоннеле.
2 часа игры: осваиваешься в боевке, крафте оружия, усиливающих чипах, заднице 2B и т.д.
3 часа игры: пытаешься понять сюжет.
10-15 часов игры: бегаешь по локациям, наслаждаясь красотами и музыкальным сопровождением, выполняешь квесты, убиваешь боссов, заканчиваешь игру.
20-25 часов игры: оказывается не заканчиваешь.";"Рекомендую
62.5 ч. всего"
4;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 25 марта 2017
Почему я вообще начал интересоваться NieR: Automata? Конечно, из-за отменной задницы 2B.

Потом я узнал, что игру делают Platinum Games. Ну это свои пацаны, «моё увожение» за Metal Gear Rising и Bayonetta.

Потом я услышал, что на самом-то деле «Автоматой» заправляет какой-то Ёко Таро. Вроде бы непризнанный гений. Услышал о нём впервые, пожал плечами и ждал игру только из-за Platinum Games.

А теперь прошёл. И знаете что? Ни задница 2B, ни даже Platinum Games не являются главной звездой. Всё лучшее, что здесь есть — это действительно Ёко Таро. Он — гений похлеще Кодзимы.

Когда вы пройдёте NieR: Automata первый раз, то, скорее всего, хмыкнете. Ну, боёвка весёлая, музыка хорошая, есть несколько неплохих моментов и интересная смесь слэшера от третьего лица с буллет-хэллом, сюжетец норм, побочки забавные. Окей, вполне ничего, крепкий середнячок.

Но истинное лицо NieR: Automata прячется куда глубже. Вас не зря после титров встречает сообщение от Square Enix с просьбой пройти игру ещё раз. На втором прохождении игра внезапно меняется: появляются новые (весьма существенные) элементы геймплея, новые побочные задания, а история переливается новыми, более мрачными красками. Интерес усиливается… Но где же гениальность-то? Второе прохождение, строго говоря, повторяет первое с несколькими нюансами.

А всё потому, что надо снова вернуться к игре после титров. Вот тут NieR: Automata раскачивается на полную. Твисты становятся ещё круче, а история уже не повторяется, а продолжается — интенсивность событий достигает сумасшедших значений, сюрпризов становится ещё больше. И сюрпризы — необязательно сюжетные «вотэтоповороты», а, например, какие-нибудь внезапные изменения в подаче. Ёко Таро пользуется огромным количеством повествовательных элементов, которые возможны только в видеоиграх. Приводить в пример хоть что-нибудь я боюсь, потому что каждый элемент — критический спойлер и силён за счёт эффекта неожиданности.

Скажем так: если Психо Мантис из MGS для вас до сих пор является недостижимым идеалом пролома четвёртой стены, то приёмы Ёко Таро вас вообще неоднократно повергнут в шок. И надо отдать ему должное — каждый внезапный спойлер смотрится весьма органично, вкус авторам не отказывает.

К счастью, повествовательные твисты подкреплены крепким исполнением. Сражаться очень приятно, чувствуется опыт Platinum Games в слешерах. Работа с музыкой великолепная — даже в ней вас будут ждать всякие мощные сюрпризы. Наконец, местный мир недурно выглядит. Жаль только, что технологически окружение смотрится как что-то эпохи ранней PlayStation 3. Также важно отметить, что «японщины» в плохом смысле не так уж много — разве что моментами излишне эмоциональные диалоги.

NieR: Automata — какое-то чудо в современной индустрии. Очень авторская и специфичная игра (даже для японцев), но выполненная силами топовой команды разработчиков и издателя первого класса. Цените её, любите её — неизвестно, когда что-то такое же появится снова. И появится ли вообще.";"Рекомендую
44.3 ч. всего"
5;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 27 марта 2017
Мне под полтинник лет, играть я начал в 1986 году, когда собрал свой первый 8-битный ""ZX Spectrum"". Потом были ""Поиск"", 286, 386, 486, Pentium-ы и Core почти всех поколений, PS2 и PS3. За эти годы я переиграл в овердофига разных игр, сингловых и онлайновых и никогда не жалел о потраченном на них времени. Но в последнее время новые популярные игры меня совершенно не цепляли. Несколько раз я поддавался хайпу, покупал захваленную критиками AAA-игруху и не мог в неё играть, потому что вторичность лезла из всех щелей, а игровой процесс был слишком похож на однообразную работу. Игры, в который прекрасно всё - графон, звук, управление и сюжет, не вызывали эффекта погружения, их совершенно не хотелось проходить по второму разу. Всё это привело меня к выводу: не могут миллионы игроков ошибаться, не новые игры плохи, это я стал слишком старым для игр.

Так вот - всё это фигня. Спасибо Таро Ёко, Platinum Games и Square Enix - благодаря им я точно знаю, что не так уж стар, а новые игры в большинстве своём просто унылы.

Вышла NieR:Automata и мне пофиг на работу (""меня не будет пару дней, личные дела, звонить не желательно""), жену (""милая, только ради секса я готов оторваться от компа и то ненадолго"") и детей (""я не собираюсь идти в гараж, валите в школу общественным транспортом""). Единственное, что кроме физиологических потребностей, связывает меня в эти дни с реальным миром, это две таксы, с которыми надо гулять. В остальное время я там, в 194 веке. С андроидами и роботами. Посреди развалин земной цивилизации, поглощаемых лесом, водой, песком и временем.
Потому, что у NieR:Automata есть душа. Потому, что с ней не скучно.
Лучшая игра десятилетия. Шедевр, который станет классикой игрового жанра.";"Рекомендую
202.6 ч. всего"
6;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 10 июня 2017
По пунктам:
Саундтрек - 10/10;
Дизайн главных персонажей - 10/10;
Открытый мир и побочные задания не идеальны, но раскрывающие сюжет всё же хороши - 7/10;
Геймплей - 8.5/10;
Сюжет, ЛОР, атмосфера - ИДЕАЛЬНО;
Графика - пойдёт.
Хочется поставить 9/10, но концовка просто РЕШАЕТ, сцена с титрами заслуживает оскара игрового мира.";"Рекомендую
53.9 ч. всего"
7;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 10 июня 2017
Просто слова благодарности

Спасибо вам, Platinum Games, Square Enix и Йоко Таро за эту великолепную игру
Спасибо всем тем, чьи данные и потраченные часы на прохождение помогли пройти эту замечательную игру до конца.


Пусть тут просто будет обычный палец вверх для тех, кто в будущем захочет приобрести эту игру и помочь другим людям, которых вы даже и не знаете.";"Рекомендую
49.1 ч. всего"
8;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 29 февраля
Nier - достаточно глубокая игра, с хороший сюжетом и проработкой мира, однако история достаточно трагичная, пожалуй такой тон и держит вся игра. Музыка, ситуации, изменение локаций, все это навивает на то, что хорошим это не кончится.
Игра оставила достаточно смешанные чувства, возможно это из-за высокого ожидания от игры. Её все хвалят, говоря, что эта игра шедевр, но так ли это?
Игра имеет картинку, ну на 2017 год более менее среднюю, но это не важно, главное то как все влияет на атмосферу игры.
Мир достаточно пустой, в ней просто нечего делать и поэтому ты просто бегаешь и выполняешь миссии из точки А в точку Б, вопрос, зачем было делать его открытым?
Музыка достаточно специфична, сначала она вызывает недоумение, но потом ты просто откидываешься на спинку стула/кресла или удобно на диване с Gamepad'om, ты просто пропускаешь её через себя и начинаешь понимать, что по сути она не так плоха, как показалась вначале и местами даже доставляет. Но я бы не стал говорить, что она прям великолепна тут, но любителя найдет.
Пожалуй из всего сюжета я добавлю огромный минус на то, что его искусственно продлили. Я понимаю, что повторения тех же событий может закрепить нам все, что происходило и посмотреть на все с другой стороны, да еще и добавляя периодически новые видео вставки или комментарии, но нельзя ли было это как-то по другому реализовать? Мы убивает все тех же противников, тех же боссов, местами новые локации, показывают с другой стороны, но если все это взвесить, то мы получаем 20% где-то новой части истории и 80% повторение того, что было. Ну правда еще новые механики появляются, а точнее более частая механика взлома.
В остальном, если убрать этот негативный момент, то игра в плане сюжета хороша и не зря её за это хвалят.
Правда боевая система, она вроде сначала кажется классной, но к 5-7 часу игры, ты по сути используешь одно и тоже и начинаешь понимать, что в ней ничего такого нет и порой это просто закликивание или же удержание обстрела.
Кстати, порадовали моменты когда переключается игра на вид сбоку и ты уже как в платформере продолжаешь игру, понимаю, это чтобы немного ослабить бюджет игры, но по мне это классное решение. Так же моменты с воздушными боями тоже порадовали, это реально порой вносит разнообразие и однозначно плюс.
В остальном, я не скажу, что игра плохая, она достаточно хорошая и мне она понравилась, но все таки она далеко не идеальная и в ней много минусов, однако она смогла меня завлечь и усадить за монитором не прерываясь по часа 3-4 без перерыва, далеко не каждая игра на такое способна, особенно в одиночном прохождении.
А потому, я рекомендую её, но лучше все таки ознакомьтесь с игрой получше перед покупкой и не ставьте высокие ожидания, в таком случае она вас может разочаровать.
----------------
Спасибо, что прочли данный обзор, в особенности благодарю тех кто оценивает или оставляет комментарии, будь то положительные или отрицательные, главное, что не проходите мимо.";"Рекомендую
28.9 ч. всего"
9;https://store.steampowered.com/app/524220/NieRAutomata/?snr=1_7_7_230_150_4;"Опубликовано: 8 апреля 2017
Неповторимое приключение NieR: Automata случилось со мной совершенно неожиданно.

А почему бы и не помечтать, подумалось мне?

Планета Земля, захваченная разумными машинами, манила исследовать постапокалиптический мир в роли андроидов, последних защитников человечества.

Начиная путешествие вместе с 2B и 9S, я и не предполагала получить такую бурю эмоций от игры в не самом моем любимом жанре.

Обычная миссия по уничтожению машин класса ""Голиаф"" и последующий сбор информации об оных, носит для наших героев судьбоносный характер и витиевато переплетает их жизни между собой...

После бурного пролога и алых от напряжения глаз, из-за бесконечной череды смертей на сложном режиме, игра будто бы гладит по головке, впервые давая возможность сохраниться.

С повторным прибытием на Землю, NieR наконец-то вдоволь позволяет насладиться тем, к чему больше душа лежит: неспешно исследовать роскошные локации, красивые до слез, где слепящая белизна пустыни сменяется роскошными феерверками парка развлечений, чтобы затем раствориться в зелени, окутавшей средневековый замок; собирать по крупицам информацию о бывших хозяевах планеты; с помощью второстепенных заданий изучать особенности поведения андроидов и машин, дабы понять насколько они близки или далеки от людей или махнуть на все рукой и устроиться поудобнее с удочкой рядом с водопадом.

Время от времени создается впечатление, что не игрок забавляется с игрой, а наоборот - NieR любит изображать из себя то shoot'em up, то платформер, то переключается на изометрию или вовсе становится хакерской мини-игрой bullet-hell на ограниченный период времени. Мне никогда не было скучно с NieR. :3

Стоит приоткрыть сердце персонажам NieR и вам уже не вернуться назад. Ловко расставленными акцентами и своей проработанностью, игра с легкостью привяжет вас к своим героям, злодеям и даже второстепенным персонажам, которым вы, возможно, сможете помочь во время своих путешествий, чтобы затем раздавить вас неотвратимым финалом, который с каждой новой концовкой (да, для полной картины предстоит пройти игру как минимум три раза) будет раскрываться перед вами роскошной и жестокой драмой.
Помимо канонических окончаний истории, есть и множество других, по большей части, плохих, концовок, наткнуться на которые по мере прохождения предстоит в самых неожиданных ситуациях. И хотя по своей воле мне довелось открыть всего пару из них, я все равно чувствовала себя последней скотиной.

Игра за каждого из героев - 2В, 9S и 2А, покажет NieR с новой, порой, неожиданной, стороны, а так же познакомит с новыми механиками игры.
И хотя арсенал у героев один на троих, он весьма разнообразен - более 30 видов холодного оружия, для каждого из которых, с повышением уровня оного, развивается своя цепочка комбо, и, конечно же, разнообразная огневая поддержка в виде тактического юнита Pod, который так же является средством связи и обмена информации с Бункером - базой андроидов на спутниковой орбите.

Для более комфортного игрового процесса существует множество чипов (пассивных, по большей части, способностей) с которыми можно оптимизовать игровой стиль именно под ваши предпочтения и нужды.

Сами бои же очень динамичные и красочные, а молниеносные увороты, со смещением в пространстве, придают происходящему на экране настоящий киношный шик и иллюзию собственного бессмертия.

Музыка в игре - образец идеального дополнения к визуальному и сюжетному составляющему игры.
Каждая композиция наполнена чувствами и подчеркивает происходящее на экране столь остро, что ощущаешь покалывание в кончиках пальцев.
Я неделями заслушивалась композициями из NieR и невозможно из них выделить какую-то одну. (ложь - я без ума от ""End of the Unknown"").

Как вполне очевидно из написанного выше, я люблю NieR, каждый ее аспект и акцент.
Обычно, когда нравится игра, в один прекрасный миг ты находишь в ней хотя бы небольшое несовершенство. Но не в NieR.
Чем больше я играла, тем больше мне нравилось, тем больше я проникалась этой антиутопией каждой клеточкой моего естества. Игра слой за слоем открывалась мне и я приняла ее полностью, со всем ее несбыточными мечтами и светом надежды, непроглядной темнотой и ржавым привкусом отчаяния.

В NieR было время чтобы в благоговении изучать роскошный мир, растворяться в музыке, чувствовать неконтролируемый адреналин закипающий в крови, смеяться, плакать, влюбляться, и в конце концов понять, что эта игра не из тех, что можно с легкостью забыть...
Это произведение искусства.";"Рекомендую
208.9 ч. всего"
